Title,Accession Number,Title2,Museum Name,Gallery Name,Object Type,Main Material,Medium,Manufacturing Technique,Main Artist,Artist's Nationality,Artist's Life Date / Bio Data,Author,Country,Provenance,Origin Place,Find Place,Scribe,Style,School,Patron/Dynasty,Period / Year of Work,Inscription,Mint,Weight,Brief Description,Detailed Description,Coin Description Obverse,Coin Description Reverse,Denomination,Dimensions,Component Material II,Tribe,Costume,Culture,Component Material III
Maharaja Shri Man Singh Portrait,AM-MIN-6,Maharaja Shri Man Singh Portrait,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour,Not Known,Indian,C.18th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18th century  CE,NA,,,"Picture shows a Rajput king resting both of his hands at the top of their object resembling a rod. The script above reads ""Maharaja Shri Man Singh ji"".","Picture shows a Rajput king resting both of his hands at the top of their object resembling a rod. The script above reads ""Maharaja Shri Man Singh ji"".",,,,13.97 x 6.985 cm,,NA,Man in bagalbandi & pagree.,NA,
A Raja with his retinue,AM-MIN-62,A Raja with his retinue,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Natural Colour,Water Colour,Not Known,Indian,C. 1861 CE,NA,India,"Kota, Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthan,NA,C. 1861 CE,NA,,,"Picture shows a Raja on a horse back accompanied by a large number 
of people. Black line drawing.","Picture shows a Raja on a horse back accompanied by a large number 
of people. Black line drawing.",,,,50.8 x 32.385 cm,,NA,"Mostly the person in jama-pajama,kamarbandh & pagree.",NA,
Elephant rider,AM-MIN-64,Elephant rider,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.1800 CE,NA,India,"Mewar, Udaipur ,Rajasthan","Mewar, Udaipur ,Rajasthan","Mewar, Udaipur ,Rajasthan",NA,Rajasthani,Rajasthani,NA,C.1800 CE,NA,,,Picture shows an elephant with its rider chasing two cows and two persons. Black line drawing.,Picture shows an elephant with its rider chasing two cows and two persons. Black line drawing.,,,,53.34 x 27.94 cm,,NA,"Dhoti-Kurta ,kamarbandh &  pagree.",NA,
Buffaloe Hunt,AM-MIN-65,Buffaloe Hunt,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Paper,Line Drawing,Not Known,Indian,C.1850 CE,NA,India,"Kota, Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthani,NA,C.1850  CE,NA,,,Picture shows hunting of buffaloes by horse riders. Drawing in black ink.,Picture shows hunting of buffaloes by horse riders. Drawing in black ink.,,,,41.275 x 27.305 cm,,NA,Not clear,NA,
Hunting scene,AM-MIN-66,Hunting scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Natural Colour,Water Colour & line drawing,Not Known,Indian,C.19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthan,NA,C.19th century  CE,NA,,,"Picture shows a scene of hunting. There are two persons seated on 
the back of an elephant and are shooting arrows on a rhinoceros 
which is seen pouncing upon two persons. Black ink drawing with 
few colour patches.","Picture shows a scene of hunting. There are two persons seated on 
the back of an elephant and are shooting arrows on a rhinoceros 
which is seen pouncing upon two persons. Black ink drawing with 
few colour patches.",,,,41.275 x 23.495 cm,Black Ink,NA,"Men's are in dhoti,kamarband,bagalbandi & pagree.",NA,
Fight between Two Elephants,AM-MIN-67,Fight between Two Elephants,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing,Not known,Indian,C.1850 CE,NA,India,"Kota, Rajasthan","Kota, Rajasthan","Kota, Rajasthan",NA,Rajasthani,Rajasthan,NA,C.1850 CE,NA,,,Picture shows a fight between two elephants.,"Picture shows a fight between two elephants. It is made with black 
line drawing.",,,,35.56 x 21.59 cm,,NA,NA,NA,
Elephant Duel,AM-MIN-68,Elephant Duel,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,V S 1909 or 1852 CE,NA,India,"Kota, Rajasthan","Kota, Rajasthan","Kota, Rajasthan",NA,Rajasthani,Rajasthani,NA,V S 1909 or 1852 CE,NA,,,Picture shows two chained elephants fighting.,"Picture shows two chained elephants fighting with each other. It is 
made with line drawing in black ink.",,,,28.575 x 19.05 cm,,NA,NA,NA,
Old Man,AM-MIN-69,Riding Old Man,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,NA,Not knownn,Indian,C.18-19th Century CE,NA,India,"Kota , Rajasthan","Kota , Rajasthan","Kota , Rajasthan",NA,Rajasthani,Rajasthani,NA,Not Available,NA,,,Picture shows an old man riding on a very lean and thin horse.,"Picture shows an old man riding on a very lean and thin horse. 
Quality of the painting is very inferior. The old man is wearing a 
dome shaped head dress and a jama.",,,,22.225 x 12.065 cm,,NA,Jama & topi,NA,
Krishna and Radha,AM-MIN-7,Krishna and Radha,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.18th Century CE,NA,India,"Kangra,Himachal Pradesh","Kangra, Himachal Pradesh","Kangra,Himachal Pradesh",NA,Pahari,Pahari,NA,C.18th Century CE,NA,,,Picture shows Krishna seated and holding the hands of Radha.,"Picture shows Krishna seated and holding the hands of Radha. A lady 
attendant is seen walking in the courtyard. The colours of the 
painting have faded away.",,,,21.59 x 17.145 cm,,NA,"Lord Krishna in dhot, angavastra and mukut.",NA,
Akbar Portrait,AM-MIN-7.112,Akbar Portrait,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.19th Century CE,NA,India,"Mewar, Udaipur, Rajasthan",Not Known,Not Known,NA,Mughal,Mughal,NA,C.19th Century CE,,,,Miniature painting shows the portrait of Mughal Emperor Akabar.,"Miniature painting shows the portrait fig. of Mughal Emperor Akabar. 
He is shown seated on a lion throne under a decorated umbrella, 
attended by a fly whisk bearer. A noble person stands in front of 
him with folded hands. Border of the painting is decorated with a 
creeper design.",,,,""" 19.5 x 12.5 cms., . """,,NA,"People are in bagalbandi, pajama, kamarband and pagree.",NA,
Manjari Rajini,AM-MIN-7.113,Manjari Rajini,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,,Water Colour,Not Known,Indian,C.Early 19th Century CE,NA,India,"Pahari, Himachal Pradesh","Pahari, Himachal Pradesh","Pahari, Himachal Pradesh",NA,Pahari,Pahari,,C.Early 19th Century CE,NA,,,"""Miniature painting on paper shows Manjari Rajini. An old sage 
is shown seated in Padmasana on a lion skin with two long locks 
of his hair are falling on either side, in front of a white 
temple like structure and flowering mango tree is also shown in 
the background.

""","""Miniature painting on paper shows Manjari Rajini. An old sage 
is shown seated in Padmasana on a lion skin with two long locks 
of his hair are falling on either side, in front of a white 
temple like structure and flowering mango tree is also shown in 
the background.

""",,,,""" 17.5 x 11 cms. """,,NA,Saint in dhoti.,NA,
Portrait of Maharana Pratap Singh,AM-MIN-7.114,Portrait of Maharana Pratap Singh,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,,Water Colour,Not Known,Indian,,NA,India,"Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan","Mewar, Udaipur, Rajasthan",NA,Rajasthani,Mewar,NA,C.19th Century CE,Inscription is written in Devanagari script.,,,"""Miniature painting on paper shows portrait of Maharana Pratap 
Singh is standing in complete attire of a warrior. A decorative 
border painted with green plants outside the painting. 

""","""Miniature painting on paper shows portrait of Maharana Pratap 
Singh is standing in complete attire of a warrior. A decorative 
border painted with green plants outside the painting. 

""",,,,""" 20.3 x 11.5 cms.  """,,NA,"Jama-pajama,topi & kamarbandh",NA,
Sringaar Karti Nayika,AM-MIN-7.115,Sringaar Karti Nayika,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,Early 19th Cent. C.E.,NA,India,"Pahari, Himachal Pradesh","Pahari, Himachal Pradesh","Pahari, Himachal Pradesh",NA,Pahari,Pahari,NA,Early 19th Century CE,,,,"Miniature painting on paper shows a Queen seated on a couch 
getting various cosmetic treatments.","Miniature painting on paper shows a Queen seated on a couch 
getting various cosmetic treatments. She is surrounded by five 
attendants-one arranging her hair, one showing tree mirror, one 
holding cosmetic plate and one putting red paint on the foot. The 
fifth holds a fly whisk. Tree tops are seen in back ground and 
dark clouds in the sky are also seen.",,,,22.5 x 16 cms.,,NA,"Ladies in ghagra, choli and odhani.",NA,
Puranic Scene,AM-MIN-7.116,Puranic Scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.Early 19th Century CE,NA,India,"Pahari, Himachal Pradesh","Pahari, Himachal Pradesh","Pahari, Himachal Pradesh",NA,Pahari,Pahari,NA,C.19th Century CE,A Sanskrit shlok in Devnagari script has been written on the back.,,,"A scene of Kailash mountain with the illustration of Shiva in 
meditation and Parvati interacting with messenger.","Miniature painting on paper shows a Puranic Scene. Lord Shiva is 
seated in meditation over mount Kailash. Parvati is seated to his 
left holdings a letter and talking to a messenger. Vehicles of 
both deities are crouching below. Six Shiva Ganas are also 
standing and beautiful border also present. Two lines sanskrit 
sholka is written on the back side of the painting.",,,,22.5 x 18 cms.,,NA,NA,NA,
Camel and a human line drawing,AM-MIN-70,Camel and a human line drawing,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Water Colour & line drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  BC,NA,,,Painting showing a camel and a human bust on one side and three persons on the other. Black ink line drawing.,Painting showing a camel and a human bust on one side and three persons on the other. Black ink line drawing.,,,,41.275 x 23.495 cm,,NA,Man in pagree.,NA,
Man Line Drawing,AM-MIN-71,Man Line Drawing,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Line Drawing,Not Known,Indian,C.18-19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th century  CE,NA,,,"23.495 x 20.955 cm	Picture shows a man on either side holding a club,fan? and a flywhisk respectively. Black line drawing.","Picture shows a man on either side holding a club,fan? and a flywhisk respectively. Black line drawing.",,,,23.495 x 20.955 cm,,NA,Man in jama & angvastra.,NA,
Portrait of a Raja,AM-MIN-72,Portrait of a Raja,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing on Paper,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture shows the portrait of Raja holding a lotus.,"Picture shows the portrait of Raja holding a lotus in his left hand. 
Line drawing is made in black colour.",,,,30.48 x 20.955 cm,Black Ink,NA,"Gherdar jama-pajama,pagree,kamarbandh and uttariya",NA,
Meeting of Maulanas,AM-MIN-73,Meeting of Maulanas,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Color on Paper,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture shows the meeting of four Maulanas.,"Picture shows the meeting of four Maulanas. The two maulanas are 
shown prominently.",,,,16.51 x 12.7 cm,,NA,Jama-pajama,NA,
Hunting Scene,AM-MIN-74,Hunting Scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,Water Colour,Line Drawing,Not Known,Not Known,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,"The pictures are drawn on both the sides. On one side elephant is 
shown chasing two camels and five persons. The other side shows a 
hunting scene. Two horse riders are following deer.Painting is made 
with black line drawing.","The pictures are drawn on both the sides. On one side elephant is 
shown chasing two camels and five persons. The other side shows a 
hunting scene. Two horse riders are following deer. Painting is made 
with black line drawing.",,,,24.13 x 15.875 cm,Black Ink,NA,Dhoti-Kurta and pagree,NA,
Couple,AM-MIN-76,Royal Couple,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Red Line Drawing on Paper,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture shows a royal couple made in red line drawing.,"Picture shows a royal couple. The male is giving a cup of wine to 
the female seated on his cot. Picture is made in red line drawing.",,,,21.59 x 12.7 cm,Red Ink,NA,"Man wearing jama-pajama, kamarband and topi; Lady wearing ghanghra and chowli.",NA,
Couple,AM-MIN-77,Royal Couple,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Line Drawing on Paper,Not Known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,NA,NA,Rajasthani,Rajasthani,NA,C.18-19th Century CE,NA,,,Picture of a royal couple is made with line drawing by black color.,"Picture shows a royal couple seated together and enjoying dance 
and music performance by three artists. Line drawing is made by 
black color.",,,,21.59 x 15.875 cm,Black Ink,NA,ghanghra and kurti,NA,
Wrestling Scenes,AM-MIN-78,Wrestling Scenes,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Line Drawing,Not known,Indian,C.18-19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthan,NA,C.18-19th Century CE,,,,Picture shows a few wrestling scene.,Picture shows a few wrestling scene. The other side two horse riders are killing birds. Black line drawing.,,,,24.13 x 16.51 cm,Black Ink,NA,Langote,NA,
Raja being offered wine,AM-MIN-8,Raja being offered wine,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,Paper,Water Colour,Not Known,Indian,C.19th century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.19th century  CE,NA,,,Picture shows a Raja sitting on a throne. A seated lady in front is seen offering off a wine cup to the Raja. Two female attendants stand behind the king.,Picture shows a Raja sitting on a throne. A seated lady in front is seen offering off a wine cup to the Raja. Two female attendants stand behind the king.,,,,34.29 x 24.765 cm,,NA,"Man in gherdar jama-pajam,kamarbandh & Mukut. Lady in ghanghra-choli& odhani.",NA,
Rama and Sita Marriage Scene,AM-MIN-8.01,Rama and Sita Marriage Scene,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Painting,Paper,,Water Colour,Not Known,Indian,C.19th Century CE,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthan,NA,C.19th Century CE,Painting is illustrated in Devanagari script.,,,"Miniature painting on paper shows the marriage ceremony of Sri. 
Ramchandra and Sita.","Miniature painting on paper shows the marriage ceremony of Sri. 
Ramchandra and Sita. Sri Ram and Sita are shown seated under a 
canopy in front of a fire-alter, holding each others right hands. 
Yajnya is being performed by four purohit as and three male 
attendants are shown on either sides. Banana tree, ornamental 
shrubs and clouds are seen in back ground. Floral border is made 
in golden work all-around.",,,,""" 28.5 x 23 cms. """,,NA,"Man in bagalbandi, kamarband and mukut. Ladies in ghagra, choli and odhani.",NA,
Seated Kama Deva,AM-MIN-8.03,Seated Kama Deva,"Allahabad Museum, Allahabad",Miniature Painting,Miniature Paintings,Paper,,Water Colour,Not Known,Indian,,NA,India,Rajasthan,Rajasthan,Rajasthan,NA,Rajasthani,Rajasthani,NA,C.19th Century CE,,,,"""Miniature Painting showing cupid attacking on a lady. The 
picture shows a young lady sleeping on a bed inside her house, 
in the courtyard. The cupid god (Kama Deva) of love is seated 
near her feet holding his bow in his left hand and pointing his 
arrow-made of flower towards the lady. In his right hand holds a 
bow. The upper half of the lady looks almost naked as she wears 
a transparent upper garment. Floral border all-around with 
golden work.

""","""Miniature Painting showing cupid attacking on a lady. The 
picture shows a young lady sleeping on a bed inside her house, 
in the courtyard. The cupid god (Kama Deva) of love is seated 
near her feet holding his bow in his left hand and pointing his 
arrow-made of flower towards the lady. In his right hand holds a 
bow. The upper half of the lady looks almost naked as she wears 
a transparent upper garment. Floral border all-around with 
golden work.

""",,,,""" 20.6 x 14.2 cms. """,,NA,,NA,
